EmployeeNumber,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance
990,Sales,"Sales Executive",2,3,4,No,Non-Travel,1,4,3
991,"Research & Development","Research Scientist",1,2,1,Yes,Non-Travel,3,1,3
992,Sales,Manager,4,3,3,No,Non-Travel,4,4,3
994,"Research & Development","Research Scientist",1,2,1,Yes,Travel_Rarely,4,3,3
995,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,2,1,3
996,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,4,4,3
997,"Research & Development","Research Director",4,3,4,No,Travel_Rarely,4,3,2
998,"Research & Development","Healthcare Representative",2,4,2,Yes,Travel_Frequently,3,1,3
999,"Research & Development","Research Director",5,3,3,No,Travel_Frequently,1,2,4
1001,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,3,2,3
1002,"Research & Development","Laboratory Technician",2,3,1,Yes,Non-Travel,4,3,3
1003,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,4,3,3
1004,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,1,2,3
1005,"Research & Development","Manufacturing Director",4,3,3,Yes,Travel_Rarely,4,4,3
1006,"Research & Development","Research Scientist",1,3,3,No,Travel_Frequently,3,2,2
1007,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Rarely,4,2,3
1009,"Research & Development","Manufacturing Director",2,2,3,No,Travel_Rarely,4,2,3
1010,"Research & Development","Laboratory Technician",1,2,2,Yes,Travel_Rarely,3,4,1
1011,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Frequently,3,3,3
1012,"Research & Development","Research Scientist",1,3,4,No,Non-Travel,2,4,3
1013,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Rarely,3,3,3
1014,"Research & Development","Healthcare Representative",3,3,3,Yes,Travel_Rarely,3,3,2
1015,"Research & Development","Research Director",3,4,1,Yes,Travel_Rarely,2,3,2
1016,"Research & Development","Research Scientist",1,2,1,Yes,Travel_Rarely,4,1,3
1017,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Frequently,2,1,3
1018,"Research & Development","Manufacturing Director",2,4,4,No,Travel_Rarely,4,2,3
1019,"Research & Development","Laboratory Technician",1,1,1,No,Travel_Rarely,2,1,2
1022,"Research & Development","Healthcare Representative",2,2,3,No,Travel_Rarely,1,4,3
1024,"Research & Development","Healthcare Representative",3,2,3,No,Travel_Rarely,3,2,3
1025,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,4,2,3
1026,"Research & Development","Manufacturing Director",4,2,4,No,Travel_Rarely,4,3,3
1027,"Research & Development","Manufacturing Director",2,3,4,No,Travel_Rarely,1,2,3
1028,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,2,1,2
1029,Sales,Manager,5,3,3,No,Travel_Rarely,4,2,4
1030,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,1,2,3
1032,"Research & Development","Manufacturing Director",4,2,4,Yes,Travel_Rarely,3,1,3
1033,"Research & Development","Healthcare Representative",2,1,2,No,Travel_Rarely,1,1,1
1034,"Research & Development","Healthcare Representative",2,3,2,Yes,Travel_Frequently,3,4,3
1035,"Research & Development","Research Director",5,1,3,No,Non-Travel,2,2,3
1036,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,2,3,3
1037,Sales,"Sales Executive",2,1,1,No,Non-Travel,2,4,3
1038,Sales,Manager,5,1,4,No,Travel_Rarely,1,4,3
1039,Sales,"Sales Executive",4,4,4,Yes,Travel_Rarely,4,3,3
1040,Sales,"Sales Executive",2,3,3,No,Non-Travel,4,1,3
1042,"Research & Development","Laboratory Technician",1,4,1,No,Travel_Rarely,3,3,3
1043,"Research & Development","Manufacturing Director",3,3,1,Yes,Travel_Frequently,4,3,3
1044,Sales,"Sales Representative",1,2,4,No,Non-Travel,2,4,2
1045,Sales,Manager,4,3,4,No,Travel_Rarely,4,2,4
1046,"Research & Development","Laboratory Technician",1,3,3,No,Non-Travel,4,2,3
1047,Sales,"Sales Executive",2,4,4,No,Travel_Rarely,2,4,2
1048,Sales,Manager,3,3,4,Yes,Travel_Rarely,2,3,1
1049,"Human Resources","Human Resources",1,3,2,No,Travel_Rarely,2,1,3
1050,Sales,"Sales Executive",3,2,2,No,Travel_Frequently,3,1,3
1052,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,1,2,2
1053,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Frequently,1,2,3
1055,Sales,"Sales Representative",1,3,3,Yes,Travel_Rarely,3,4,3
1056,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,4,2,3
1060,"Research & Development","Research Scientist",1,3,3,No,Travel_Frequently,3,1,3
1061,"Research & Development","Research Director",5,3,3,Yes,Travel_Rarely,2,4,2
1062,"Research & Development","Healthcare Representative",2,3,2,No,Travel_Rarely,4,1,2
1066,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,2,2
1068,"Research & Development","Research Scientist",1,2,3,No,Travel_Frequently,1,3,3
1069,"Research & Development","Research Director",5,3,4,No,Travel_Rarely,4,4,3
1070,Sales,"Sales Executive",3,2,3,No,Travel_Rarely,3,2,3
1071,"Research & Development","Research Scientist",1,3,3,No,Travel_Frequently,1,2,3
1073,"Research & Development","Manufacturing Director",3,2,4,No,Travel_Rarely,4,2,2
1074,"Research & Development",Manager,4,2,1,No,Non-Travel,3,2,4
1076,Sales,"Sales Executive",3,2,4,No,Travel_Rarely,3,3,3
1077,Sales,"Sales Representative",1,3,4,Yes,Travel_Frequently,4,2,3
1079,"Research & Development","Laboratory Technician",1,2,1,No,Travel_Rarely,3,1,2
1080,"Research & Development","Research Scientist",2,2,1,Yes,Travel_Rarely,4,1,3
1081,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,1,3,4
1082,"Research & Development","Healthcare Representative",3,2,1,No,Non-Travel,2,1,2
1083,"Research & Development","Laboratory Technician",1,2,1,No,Travel_Rarely,1,1,3
1084,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Rarely,3,3,2
1085,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,2,3,3
1088,"Research & Development","Healthcare Representative",3,2,3,No,Travel_Rarely,3,1,2
1092,"Research & Development","Healthcare Representative",3,3,4,No,Travel_Rarely,1,4,3
1094,"Research & Development","Laboratory Technician",1,1,3,No,Non-Travel,1,4,3
1096,"Research & Development","Manufacturing Director",3,3,2,No,Travel_Frequently,4,2,3
1097,"Research & Development","Research Scientist",2,3,3,No,Travel_Rarely,3,4,4
1098,"Human Resources","Human Resources",3,2,1,No,Travel_Rarely,2,4,3
1099,"Research & Development","Healthcare Representative",3,2,4,No,Travel_Rarely,4,3,3
1100,Sales,"Sales Executive",3,3,1,Yes,Travel_Rarely,4,1,3
1101,"Research & Development","Research Scientist",2,2,3,No,Travel_Frequently,1,2,3
1102,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,1,4,2
1103,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Frequently,1,3,2
1105,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,4,3,3
1106,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Rarely,4,2,4
1107,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,1,3,2
1108,"Research & Development","Research Scientist",1,2,2,Yes,Travel_Rarely,1,2,3
1109,"Research & Development",Manager,4,3,1,No,Travel_Rarely,4,4,3
1111,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Frequently,1,1,3
1113,Sales,"Sales Executive",2,3,3,Yes,Travel_Frequently,4,4,3
1114,Sales,"Sales Executive",2,3,2,No,Travel_Frequently,4,3,3
1115,"Research & Development","Research Scientist",1,2,4,No,Non-Travel,3,4,3
1116,"Research & Development",Manager,4,4,4,No,Non-Travel,1,3,2
1117,Sales,"Sales Executive",2,2,3,No,Non-Travel,2,4,3
1118,"Research & Development","Healthcare Representative",3,3,2,No,Travel_Rarely,2,4,3
1119,Sales,"Sales Executive",3,2,3,Yes,Travel_Rarely,3,2,3
1120,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,1,3
1121,"Research & Development","Manufacturing Director",3,3,2,No,Travel_Rarely,4,2,2
1124,Sales,Manager,4,3,3,No,Travel_Rarely,1,4,3
1125,Sales,"Sales Executive",3,3,2,No,Travel_Rarely,4,3,3
1126,"Research & Development","Manufacturing Director",3,3,1,No,Travel_Frequently,3,3,3
1127,"Research & Development","Healthcare Representative",4,3,4,No,Travel_Frequently,1,4,3
1128,"Research & Development","Research Director",5,2,3,No,Travel_Rarely,3,1,4
1131,"Research & Development","Research Scientist",1,2,2,Yes,Travel_Rarely,4,3,4
1132,"Research & Development","Laboratory Technician",2,3,2,No,Non-Travel,3,3,2
1133,"Research & Development","Manufacturing Director",2,3,4,No,Non-Travel,1,1,3
1135,Sales,"Sales Representative",1,4,4,No,Travel_Frequently,3,1,3
1136,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,1,1,1
1137,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,4,4,3
1138,Sales,"Sales Executive",4,2,2,No,Travel_Rarely,4,2,3
1140,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Frequently,4,4,2
1143,"Research & Development","Research Scientist",1,3,2,No,Travel_Frequently,4,4,2
1148,"Research & Development","Laboratory Technician",2,1,4,No,Travel_Rarely,2,1,3
1150,"Research & Development","Manufacturing Director",2,2,4,Yes,Travel_Rarely,2,3,2
1152,"Human Resources","Human Resources",1,4,3,No,Travel_Rarely,3,4,4
1154,"Research & Development","Research Scientist",1,2,3,Yes,Travel_Frequently,3,4,3
1156,"Research & Development","Laboratory Technician",1,3,3,No,Non-Travel,3,4,3
1157,Sales,"Sales Executive",2,3,1,Yes,Travel_Rarely,1,1,3
1158,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Rarely,2,1,3
1160,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Frequently,3,3,2
1161,"Research & Development","Healthcare Representative",2,2,4,No,Travel_Rarely,3,3,3
1162,"Research & Development","Research Scientist",1,2,3,No,Travel_Rarely,4,3,3
1163,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,2,1,2
1164,"Human Resources","Human Resources",1,3,3,No,Travel_Rarely,3,2,1
1165,Sales,"Sales Executive",3,2,1,No,Travel_Rarely,4,1,1
1166,"Research & Development","Research Director",3,3,3,No,Travel_Frequently,2,3,2
1167,Sales,"Sales Executive",4,3,1,Yes,Travel_Frequently,3,2,2
1171,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,2,4,4
1172,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Rarely,4,2,3
1173,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,4,4,3
1175,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Rarely,3,4,2
1177,"Research & Development","Laboratory Technician",1,4,4,No,Travel_Rarely,1,2,3
1179,Sales,"Sales Executive",2,2,3,No,Travel_Rarely,3,1,3
1180,"Research & Development","Research Scientist",2,2,4,Yes,Travel_Frequently,3,4,1
1182,"Research & Development","Manufacturing Director",3,2,2,No,Travel_Rarely,3,2,4
1184,"Research & Development","Healthcare Representative",2,2,1,No,Travel_Frequently,4,3,3
1185,"Research & Development","Laboratory Technician",1,2,4,No,Travel_Frequently,4,2,4
1188,Sales,"Sales Executive",2,1,3,No,Travel_Rarely,1,2,2
1190,Sales,"Sales Representative",1,3,1,No,Non-Travel,3,3,3
1191,"Research & Development",Manager,5,3,1,No,Travel_Rarely,4,4,3
1192,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,2,1,3
1193,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,3,3
1195,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,1,3,2
1196,"Research & Development","Manufacturing Director",2,2,4,No,Travel_Rarely,4,2,2
1198,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Rarely,1,1,2
1200,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,3,3,3
1201,"Research & Development",Manager,5,3,3,No,Travel_Rarely,4,2,3
1202,"Research & Development","Research Scientist",1,1,4,Yes,Travel_Rarely,2,1,2
1203,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Frequently,3,2,3
1204,Sales,Manager,4,3,1,No,Travel_Rarely,3,1,3
1206,"Research & Development","Research Scientist",1,1,3,No,Non-Travel,4,4,3
1207,"Human Resources","Human Resources",1,3,3,No,Travel_Rarely,2,4,3
1210,"Research & Development","Research Scientist",1,2,1,No,Non-Travel,1,1,1
1211,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,3,3
1212,Sales,"Sales Executive",2,3,2,No,Travel_Frequently,2,4,3
1215,"Research & Development",Manager,4,3,1,No,Travel_Frequently,4,3,3
1216,"Research & Development","Laboratory Technician",1,2,1,No,Travel_Rarely,4,3,3
1217,"Research & Development","Research Director",5,3,2,No,Travel_Rarely,4,1,3
1218,Sales,"Sales Executive",2,3,1,Yes,Travel_Rarely,3,4,3
1219,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,4,1,1
1220,Sales,"Sales Executive",2,3,3,No,Travel_Frequently,2,1,2
1221,"Research & Development","Laboratory Technician",1,1,3,No,Travel_Rarely,3,3,3
1224,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,3,1,2
1225,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,4,2,3
1226,Sales,"Sales Representative",1,4,4,No,Travel_Rarely,3,4,3
1228,"Research & Development","Manufacturing Director",2,3,4,No,Travel_Rarely,4,3,2
1231,"Human Resources","Human Resources",2,4,1,No,Non-Travel,4,1,4
1233,Sales,"Sales Executive",2,4,4,Yes,Travel_Rarely,2,2,3
1234,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Frequently,3,3,3
1235,"Research & Development","Research Scientist",2,3,3,Yes,Travel_Frequently,4,4,3
1237,"Research & Development","Manufacturing Director",3,1,1,Yes,Travel_Rarely,3,3,3
1238,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,1,2,3
1239,Sales,"Sales Executive",2,2,2,No,Travel_Rarely,2,2,4
1240,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,2,3
1241,"Research & Development","Research Scientist",1,3,2,Yes,Travel_Rarely,4,1,3
1242,"Research & Development","Research Director",3,3,1,Yes,Travel_Frequently,1,3,3
1243,Sales,"Sales Executive",3,2,4,Yes,Non-Travel,3,2,2
1244,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Rarely,1,4,2
1245,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Frequently,4,1,1
1246,"Research & Development","Research Scientist",1,4,4,No,Travel_Rarely,1,4,3
1248,"Research & Development","Research Scientist",1,2,2,Yes,Non-Travel,1,2,4
1249,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,1,1,3
1250,"Research & Development","Research Director",4,3,4,No,Travel_Rarely,4,1,3
1251,"Research & Development","Healthcare Representative",2,3,1,Yes,Travel_Rarely,3,4,2
1252,"Research & Development","Healthcare Representative",2,2,1,No,Travel_Rarely,3,2,3
1254,Sales,"Sales Executive",2,2,4,No,Travel_Rarely,3,4,3
1255,"Research & Development","Research Director",5,1,4,No,Travel_Rarely,3,2,3
1256,"Research & Development",Manager,5,2,3,No,Travel_Rarely,1,3,4
1257,"Research & Development","Research Scientist",1,3,2,No,Travel_Frequently,3,3,2
1258,"Research & Development","Laboratory Technician",1,4,2,No,Travel_Rarely,4,3,2
1259,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,2,3
1260,"Research & Development","Healthcare Representative",2,3,4,Yes,Travel_Rarely,3,2,3
1263,"Research & Development","Research Director",5,2,4,No,Travel_Rarely,4,3,4
1264,"Research & Development","Research Director",4,2,4,No,Travel_Rarely,4,2,2
1265,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,3,4,2
1267,Sales,Manager,5,3,2,No,Travel_Rarely,2,3,3
1268,Sales,"Sales Executive",3,4,3,Yes,Travel_Rarely,4,4,3
1269,"Research & Development","Research Scientist",1,4,4,Yes,Travel_Rarely,2,4,3
1270,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,4,4,3
1273,Sales,"Sales Representative",1,1,4,Yes,Travel_Frequently,3,4,3
1275,"Research & Development","Research Scientist",1,3,4,Yes,Travel_Rarely,3,2,2
1277,Sales,Manager,5,1,2,Yes,Travel_Rarely,1,1,3
1278,"Research & Development","Healthcare Representative",4,2,2,Yes,Non-Travel,4,4,3
1279,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Frequently,1,3,1
1280,Sales,Manager,5,2,2,No,Travel_Rarely,4,3,3
1281,Sales,"Sales Executive",2,3,1,Yes,Travel_Rarely,3,4,3
1282,Sales,Manager,5,3,2,Yes,Travel_Frequently,4,1,2
1283,"Research & Development","Manufacturing Director",3,3,4,No,Travel_Rarely,4,4,2
1285,"Research & Development","Laboratory Technician",2,3,2,No,Travel_Frequently,3,3,4
1286,"Research & Development","Laboratory Technician",1,3,3,Yes,Travel_Frequently,4,3,2
1288,"Research & Development",Manager,5,4,1,No,Travel_Rarely,3,4,2
1289,"Human Resources","Human Resources",2,2,2,No,Travel_Frequently,3,4,4
1291,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,3,4,3
1292,"Research & Development","Research Scientist",2,4,2,Yes,Travel_Rarely,2,4,3
1293,Sales,"Sales Executive",3,2,4,No,Travel_Rarely,4,4,4
1294,"Research & Development","Manufacturing Director",2,3,2,Yes,Travel_Rarely,3,4,3
1295,"Research & Development","Healthcare Representative",3,3,4,No,Travel_Rarely,1,4,3
1296,"Research & Development","Laboratory Technician",1,2,4,Yes,Travel_Frequently,4,2,3
1297,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Frequently,2,2,2
1298,"Research & Development","Manufacturing Director",2,3,3,Yes,Non-Travel,3,3,3
1299,"Research & Development","Laboratory Technician",1,3,3,Yes,Travel_Rarely,2,1,3
1301,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,4,2,2
1303,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,4,2
1304,Sales,"Sales Executive",2,4,4,No,Travel_Rarely,3,3,4
1306,"Research & Development",Manager,5,3,2,No,Travel_Frequently,2,3,3
1307,"Research & Development",Manager,4,2,2,Yes,Travel_Rarely,3,4,3
1308,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,4,3
1309,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,4,1,3
1310,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,1,3
1311,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,1,1,3
1312,"Research & Development","Healthcare Representative",3,3,3,No,Travel_Rarely,4,1,3
1314,"Human Resources","Human Resources",1,3,1,No,Travel_Rarely,4,3,4
1315,"Research & Development","Laboratory Technician",2,1,4,No,Non-Travel,3,1,3
1317,"Research & Development","Research Director",4,3,1,Yes,Travel_Rarely,4,2,3
1318,Sales,"Sales Executive",3,2,2,Yes,Travel_Rarely,4,3,3
1319,Sales,"Sales Executive",3,3,2,Yes,Travel_Rarely,2,3,2
1321,"Research & Development",Manager,3,3,1,Yes,Travel_Rarely,2,4,3
1322,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,1,1,3
1324,Sales,"Sales Executive",3,3,3,Yes,Non-Travel,4,1,2
1329,Sales,"Sales Executive",2,1,2,No,Non-Travel,3,1,3
1331,Sales,"Sales Representative",1,3,2,Yes,Travel_Frequently,4,1,4
1333,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,1,3,4
1334,"Research & Development",Manager,4,3,3,Yes,Non-Travel,3,4,2
1336,"Research & Development",Manager,5,1,3,No,Travel_Rarely,4,4,3
1338,"Human Resources",Manager,5,3,2,No,Travel_Rarely,4,1,3
1340,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,3,2,3
1344,"Research & Development","Healthcare Representative",3,3,4,No,Travel_Rarely,4,4,2
1346,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,3,3,3
1349,Sales,"Sales Executive",2,3,1,No,Travel_Frequently,3,4,3
1350,"Research & Development","Research Scientist",2,3,3,Yes,Travel_Frequently,3,2,3
1352,"Human Resources",Manager,4,3,2,Yes,Travel_Rarely,3,2,3
1355,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,2,4,3
1356,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,4,4
1358,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,4,3,2
1360,"Research & Development","Manufacturing Director",3,2,1,Yes,Travel_Rarely,3,4,2
1361,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,2,3,3
1362,Sales,"Sales Executive",2,4,1,No,Travel_Frequently,1,4,2
1363,"Research & Development","Manufacturing Director",3,3,4,No,Travel_Rarely,4,3,3
1364,Sales,"Sales Representative",1,4,4,No,Travel_Rarely,3,2,3
1367,"Research & Development","Manufacturing Director",4,2,2,No,Travel_Rarely,4,2,2
1368,"Research & Development","Laboratory Technician",1,3,4,No,Non-Travel,4,3,4
1369,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,4,2,3
1371,Sales,"Sales Executive",2,1,4,No,Travel_Frequently,4,2,3
1372,Sales,"Sales Executive",4,4,3,Yes,Travel_Rarely,1,3,2
1373,"Research & Development","Manufacturing Director",4,3,2,Yes,Travel_Rarely,4,1,3
1374,"Research & Development","Research Scientist",1,2,3,No,Non-Travel,1,3,3
1375,"Research & Development","Healthcare Representative",2,4,3,No,Travel_Rarely,2,2,3
1377,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,2,1,3
1379,Sales,"Sales Representative",1,2,4,No,Travel_Frequently,3,3,4
1380,Sales,"Sales Executive",2,3,3,Yes,Travel_Frequently,4,3,2
1382,"Research & Development","Research Scientist",1,4,3,No,Travel_Frequently,4,4,3
1383,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Rarely,3,4,4
1387,Sales,"Sales Executive",2,2,1,No,Travel_Rarely,3,3,3
1389,"Research & Development","Manufacturing Director",2,3,3,Yes,Travel_Rarely,4,4,2
1390,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,1,4,4
1391,Sales,"Sales Executive",3,3,2,No,Travel_Frequently,2,2,3
1392,"Research & Development","Research Scientist",2,3,4,Yes,Travel_Frequently,4,1,2
1394,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,3,4,3
1395,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,2,1,4
1396,Sales,"Sales Executive",2,3,2,Yes,Travel_Rarely,3,1,2
1397,"Research & Development","Healthcare Representative",3,3,3,No,Non-Travel,3,2,3
1399,Sales,"Sales Executive",2,4,3,No,Travel_Rarely,1,2,2
1401,"Research & Development","Manufacturing Director",4,4,3,Yes,Travel_Frequently,4,2,2
1402,"Research & Development","Research Scientist",2,2,3,Yes,Travel_Rarely,1,1,1
1403,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,4,4,3
1405,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,4,4,3
1407,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,1,4,3
1408,"Human Resources",Manager,4,3,1,No,Travel_Rarely,3,3,3
